81: 79,42,54,44,70,78,6,12,51,8,14,16,29,19,76,5,15,63,72,62,41,37,81,4,13,57,2,40,36,17,52,9,33,43,32,28,30,80,49,74,21,53,50,83,82,20,23,61,38,66,48,69,65,39,58,84,26,56,55,75,24,68,1,7,11,34,47,77,64,35,59,31,27,18,45,71,46,60,3,73,10,22,25,67,

82: 31,54,29,67,33,20,44,63,79,65,56,16,61,78,23,21,42,12,24,77,27,34,35,45,19,55,83,70,68,39,8,59,75,14,13,17,4,1,80,51,18,53,69,43,57,3,30,6,47,73,76,49,72,26,11,66,15,28,25,50,58,37,41,22,36,82,64,62,7,9,74,48,81,52,2,60,46,40,10,5,71,32,84,38,

83: 81,24,53,74,62,29,83,43,76,65,57,55,44,41,73,82,48,79,20,6,72,5,64,56,50,17,33,39,70,26,84,67,32,1,63,14,30,46,27,77,13,40,71,31,58,12,78,16,7,37,47,75,28,10,8,19,2,3,61,34,51,45,38,60,66,18,35,80,68,15,52,69,36,59,54,11,4,22,9,49,42,23,21,25,

84: 48,52,40,9,45,66,7,35,23,12,32,13,84,65,29,80,42,71,74,6,16,1,63,34,2,43,46,5,62,36,33,79,50,20,59,44,10,73,26,27,83,54,67,11,39,77,22,31,60,55,61,68,28,75,15,3,70,24,17,56,38,49,14,51,58,81,57,19,8,69,18,76,64,47,41,72,25,78,4,82,53,30,21,37,

85: 60,34,8,30,33,76,31,32,63,37,24,77,45,80,42,10,5,38,21,22,56,25,54,67,35,17,59,20,66,1,40,36,39,53,47,75,61,83,6,43,65,13,28,3,18,41,19,49,16,52,50,68,71,73,51,27,74,14,70,11,57,26,7,69,82,29,4,44,46,84,9,12,23,58,48,79,78,72,15,81,55,62,64,2,

86: 47,31,10,20,21,5,72,73,36,7,26,38,83,9,32,80,17,35,55,28,3,54,45,33,67,56,19,34,81,68,53,4,48,24,75,11,12,27,23,15,37,51,2,43,61,14,49,82,64,79,18,41,46,6,42,76,71,29,78,30,65,58,62,13,25,74,44,16,39,22,50,63,59,60,84,1,70,77,69,52,57,8,40,66,

87: 47,43,61,8,32,59,66,19,10,80,11,28,38,1,60,21,55,29,26,41,78,42,18,51,56,34,68,62,77,64,13,23,50,52,15,4,6,79,75,49,30,46,44,72,74,20,83,57,36,54,81,5,14,24,48,37,35,63,25,58,2,69,39,40,33,67,76,22,12,31,84,17,9,70,73,65,82,53,16,27,45,7,3,71,

88: 51,19,6,31,78,54,63,42,61,53,43,25,65,71,8,55,75,34,26,32,74,47,83,15,9,20,29,3,80,57,28,12,73,35,67,40,1,64,24,48,62,44,5,70,11,52,77,17,7,66,30,45,60,21,4,84,27,81,56,33,22,10,14,69,38,79,46,13,72,36,58,49,37,50,41,23,18,68,59,82,39,16,2,76,

89: 43,68,29,64,71,25,1,18,26,33,67,3,72,50,82,61,76,83,63,21,74,19,56,12,27,80,32,4,69,15,35,42,79,49,38,36,45,77,70,62,55,46,23,48,84,24,78,73,54,5,65,37,40,81,10,41,16,6,66,11,7,53,31,22,20,57,59,34,47,8,58,60,51,28,52,9,44,75,13,2,30,17,39,14,

90: 12,63,6,51,69,76,66,47,29,53,1,61,84,22,64,17,4,5,15,54,81,41,44,74,8,2,28,46,49,55,11,35,38,10,14,23,73,50,3,72,37,45,52,18,75,57,83,62,70,27,26,9,77,39,40,48,59,80,79,19,58,78,34,65,20,13,30,60,42,21,71,43,36,68,56,16,24,33,32,7,67,31,82,25,

91: 68,26,67,19,13,74,25,47,38,3,2,81,42,10,55,61,30,48,46,12,60,27,39,72,51,62,80,63,7,8,77,9,16,21,32,56,41,54,34,37,83,75,82,17,1,22,65,53,78,44,58,14,69,64,59,31,79,23,50,40,84,4,18,43,66,73,33,29,36,35,76,28,6,15,5,52,57,71,70,24,20,11,45,49,

92: 77,78,30,79,84,31,5,60,57,76,62,7,46,61,34,35,80,1,70,16,82,63,42,58,20,48,81,11,10,13,73,68,54,9,32,51,44,43,47,21,17,49,41,50,66,24,25,39,52,56,72,8,15,64,71,40,18,12,74,69,22,83,29,65,75,53,3,37,14,36,45,28,23,26,38,33,6,67,2,59,27,4,55,19,

93: 78,29,73,77,67,72,37,83,27,25,52,84,45,54,64,24,80,7,22,42,82,41,40,50,58,69,36,14,2,21,48,79,60,57,46,33,17,28,10,15,44,4,65,8,13,9,75,39,56,35,66,71,53,18,38,62,32,26,12,76,6,81,43,59,30,19,1,55,47,31,49,5,63,11,34,23,16,3,70,74,61,51,68,20,

94: 6,70,9,66,24,31,3,78,50,83,58,16,37,76,10,56,45,33,17,81,1,64,13,54,19,63,43,48,74,36,32,79,73,18,5,57,44,65,40,25,59,41,35,52,49,26,23,21,82,15,2,39,38,30,4,53,62,34,68,55,61,72,11,22,71,47,77,60,28,51,67,20,7,14,8,75,80,12,27,46,84,42,69,29,

95: 65,69,6,59,37,68,8,82,67,21,1,16,53,79,60,76,36,10,77,73,72,58,5,42,61,55,41,84,54,31,15,38,33,52,49,46,7,47,51,27,28,30,45,25,32,9,80,50,4,62,57,78,71,43,66,20,18,12,2,22,64,39,74,19,3,13,75,14,26,44,34,70,29,83,81,63,48,35,56,23,40,24,17,11,

96: 29,21,15,2,7,35,12,37,40,81,48,79,58,1,17,9,30,20,73,14,50,64,68,66,53,67,84,63,45,11,60,5,22,62,49,57,32,34,69,61,43,4,51,80,72,42,46,74,78,59,54,24,70,19,65,52,16,8,82,47,18,75,33,26,10,31,44,23,71,55,41,76,77,39,56,3,13,83,27,28,25,36,6,38,

97: 24,63,51,82,17,70,84,30,25,58,60,48,54,41,75,73,21,18,10,71,53,66,15,74,34,45,5,36,69,22,9,55,62,56,23,1,14,78,68,28,50,72,67,29,16,2,59,61,76,44,49,47,31,57,65,12,7,33,43,32,42,83,8,46,77,4,35,79,80,13,52,27,64,6,39,37,38,20,40,11,81,26,19,3,

98: 69,80,42,66,43,4,5,44,19,61,57,59,20,46,40,17,18,50,71,13,11,2,21,37,24,7,83,56,25,15,31,70,8,67,36,72,9,62,28,64,30,77,14,75,26,16,48,82,3,23,79,34,58,49,33,55,47,10,63,51,41,81,38,52,54,29,12,22,32,60,73,53,76,78,68,35,6,45,39,65,74,1,27,84,

99: 10,44,40,46,67,82,26,65,77,43,2,21,52,68,24,11,55,50,15,69,74,47,78,25,5,20,19,62,73,57,79,17,72,27,80,30,33,36,8,66,53,63,37,60,34,12,23,16,32,49,4,13,48,28,51,59,70,81,18,41,3,7,76,58,54,31,29,9,83,6,35,42,45,39,22,64,56,75,61,1,38,84,71,14,

100: 74,15,56,5,78,35,57,54,79,8,51,63,58,34,7,82,18,73,83,75,20,44,26,80,36,28,29,2,21,65,6,59,49,39,1,50,13,81,48,71,24,42,77,11,46,25,69,53,16,31,61,32,33,47,14,30,37,19,27,67,9,40,72,55,22,52,84,10,66,76,43,41,62,70,12,4,17,60,68,3,23,64,45,38,

